source_file,participant_uuid,study,study_version,collection_mode,prolific_pid,prolific_study_id,prolific_session_id,assignment_source,item_route,local_condition_id,global_condition_id,item,prior,qud,utterance_id,utterance_family,utterance_polarity,is_implicative,consent_given,consent_rt_ms,instructions_rt_ms,ratings_rt_ms,rating_order,try_rating,try_rating_01,completion_rating,completion_rating_01,naturalness_rating,naturalness_rating_01,demographics_rt_ms,age,gender,education,native_language,country,screening_reasons,screening_status,analysis_exclusion_reasons,analysis_status,data_schema_version
record_000029.json,U000338,main-experiment,main-experiment-photo-1.2.0,main,P000795,S000002,T000516,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,20801,1286,51739,TRY?|P?|NAT,93,0.93,94,0.94,94,0.94,27624,47,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000033.json,U000559,main-experiment,main-experiment-photo-1.2.0,main,P000981,S000002,T000443,datapipe-sequential-photo,photo,24,24,photo,low,TRY?,managed,manage,positive,True,True,4523,4731,73870,TRY?|P?|NAT,85,0.85,86,0.86,88,0.88,33243,64,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000036.json,U000567,main-experiment,main-experiment-photo-1.2.0,main,P000012,S000002,T000712,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,5170,4162,43046,TRY?|P?|NAT,89,0.89,86,0.86,80,0.8,16058,32,man,associate,english-only,canada,,include,,include,main-exp-1.0.0
record_000037.json,U000425,main-experiment,main-experiment-photo-1.2.0,main,P000220,S000002,T000432,datapipe-sequential-photo,photo,3,3,photo,high,P?,didnt_fail,fail,negative,True,True,35237,4756,53169,TRY?|P?|NAT,83,0.83,79,0.79,0,0.0,22311,30,man,master,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000038.json,U000444,main-experiment,main-experiment-photo-1.2.0,main,P000371,S000002,T000678,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,2746,3389,63576,TRY?|P?|NAT,95,0.95,3,0.03,59,0.59,10370,32,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000039.json,U000871,main-experiment,main-experiment-photo-1.2.0,main,P000990,S000002,T000005,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,18336,6358,47730,TRY?|P?|NAT,75,0.75,73,0.73,74,0.74,18799,52,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000040.json,U000470,main-experiment,main-experiment-photo-1.2.0,main,P000504,S000002,T000755,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,5211,4952,44257,P?|TRY?|NAT,77,0.77,0,0.0,58,0.58,22856,50,man,less-than-high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000042.json,U000836,main-experiment,main-experiment-photo-1.2.0,main,P000276,S000002,T000263,datapipe-sequential-photo,photo,5,5,photo,high,P?,didnt,simple,negative,False,True,11046,5662,53570,TRY?|P?|NAT,71,0.71,28,0.28,37,0.37,27174,40,woman,less-than-high-school,english-only,canada,,include,,include,main-exp-1.0.0
record_000048.json,U000659,main-experiment,main-experiment-photo-1.2.0,main,P000675,S000002,T000500,datapipe-sequential-photo,photo,11,11,photo,high,TRY?,didnt_fail,fail,negative,True,True,72844,12911,87482,P?|TRY?|NAT,95,0.95,87,0.87,76,0.76,40719,25,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000052.json,U000675,main-experiment,main-experiment-photo-1.2.0,main,P001068,S000002,T000852,datapipe-sequential-photo,photo,5,5,photo,high,P?,didnt,simple,negative,False,True,11686,40595,40763,TRY?|P?|NAT,87,0.87,0,0.0,89,0.89,23322,20,woman,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000053.json,U000703,main-experiment,main-experiment-photo-1.2.0,main,P000668,S000002,T000932,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,2404,5763,50494,TRY?|P?|NAT,82,0.82,85,0.85,86,0.86,32479,57,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000054.json,U000735,main-experiment,main-experiment-photo-1.2.0,main,P001011,S000002,T000277,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,4261,5391,43867,P?|TRY?|NAT,99,0.99,93,0.93,75,0.75,16879,53,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000060.json,U000201,main-experiment,main-experiment-photo-1.2.0,main,P001297,S000002,T000026,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,1622,734,26585,TRY?|P?|NAT,73,0.73,0,0.0,29,0.29,25154,25,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000061.json,U001110,main-experiment,main-experiment-photo-1.2.0,main,P000877,S000002,T000939,datapipe-sequential-photo,photo,27,27,photo,low,TRY?,didnt_fail,fail,negative,True,True,11424,20096,109326,TRY?|P?|NAT,85,0.85,79,0.79,62,0.62,130811,30,man,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000063.json,U000226,main-experiment,main-experiment-photo-1.2.0,main,P001234,S000002,T000865,datapipe-sequential-photo,photo,13,13,photo,high,TRY?,didnt,simple,negative,False,True,4879,1728,63411,P?|TRY?|NAT,12,0.12,20,0.2,33,0.33,19420,20,man,high-school,english-and-other,canada,,include,,include,main-exp-1.0.0
record_000065.json,U001210,main-experiment,main-experiment-photo-1.2.0,main,P000932,S000002,T000309,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,13505,6079,78541,TRY?|P?|NAT,25,0.25,2,0.02,70,0.7,18654,46,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000066.json,U000127,main-experiment,main-experiment-photo-1.2.0,main,P000002,S000002,T000002,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,16526,7441,59048,P?|TRY?|NAT,41,0.41,48,0.48,55,0.55,28167,41,man,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000068.json,U001017,main-experiment,main-experiment-photo-1.2.0,main,P000214,S000002,T000896,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,15736,6833,62504,TRY?|P?|NAT,54,0.54,52,0.52,46,0.46,24538,60,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000070.json,U000303,main-experiment,main-experiment-photo-1.2.0,main,P001241,S000002,T000536,datapipe-sequential-photo,photo,7,7,photo,high,P?,didnt_try,try,negative,False,True,1573,3694,37139,P?|TRY?|NAT,3,0.03,5,0.05,24,0.24,12824,35,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000072.json,U000997,main-experiment,main-experiment-photo-1.2.0,main,P001193,S000002,T000578,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,8065,3532,35813,P?|TRY?|NAT,0,0.0,0,0.0,3,0.03,15531,29,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000077.json,U000224,main-experiment,main-experiment-photo-1.2.0,main,P000064,S000002,T001054,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,2077,2925,30938,TRY?|P?|NAT,92,0.92,27,0.27,81,0.81,67767,35,man,doctoral-professional,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000081.json,U000442,main-experiment,main-experiment-photo-1.2.0,main,P000718,S000002,T001169,datapipe-sequential-photo,photo,13,13,photo,high,TRY?,didnt,simple,negative,False,True,5177,2045,37630,TRY?|P?|NAT,0,0.0,0,0.0,100,1.0,33082,34,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000087.json,U000084,main-experiment,main-experiment-photo-1.2.0,main,P001285,S000002,T000182,datapipe-sequential-photo,photo,10,10,photo,high,TRY?,failed,fail,positive,True,True,3661,3873,41952,P?|TRY?|NAT,62,0.62,0,0.0,47,0.47,13296,29,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000088.json,U000929,main-experiment,main-experiment-photo-1.2.0,main,P000521,S000002,T001105,datapipe-sequential-photo,photo,17,17,photo,low,P?,didnt_manage,manage,negative,True,True,2286,6214,45748,TRY?|P?|NAT,0,0.0,0,0.0,30,0.3,12677,45,man,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000089.json,U001000,main-experiment,main-experiment-photo-1.2.0,main,P001089,S000002,T000209,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,13479,3486,51147,TRY?|P?|NAT,75,0.75,9,0.09,26,0.26,20136,54,woman,doctoral-professional,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000095.json,U001256,main-experiment,main-experiment-photo-1.2.0,main,P000252,S000002,T000406,datapipe-sequential-photo,photo,25,25,photo,low,TRY?,didnt_manage,manage,negative,True,True,14509,3058,53078,P?|TRY?|NAT,34,0.34,19,0.19,62,0.62,13333,45,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000096.json,U000878,main-experiment,main-experiment-photo-1.2.0,main,P000186,S000002,T001129,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,4203,1863,29890,P?|TRY?|NAT,84,0.84,9,0.09,38,0.38,12783,39,man,doctoral-professional,english-only,united-states,,include,,include,main-exp-1.0.0
record_000099.json,U000047,main-experiment,main-experiment-photo-1.2.0,main,P000808,S000002,T001152,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,44363,5964,97620,TRY?|P?|NAT,100,1.0,100,1.0,0,0.0,13784,35,woman,bachelor,english-only,australia,,include,,include,main-exp-1.0.0
record_000100.json,U001111,main-experiment,main-experiment-photo-1.2.0,main,P001142,S000002,T000513,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,2481,3111,62109,TRY?|P?|NAT,100,1.0,100,1.0,74,0.74,18081,24,man,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000105.json,U000139,main-experiment,main-experiment-photo-1.2.0,main,P001081,S000002,T000559,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,4249,15224,213890,P?|TRY?|NAT,64,0.64,45,0.45,44,0.44,30272,44,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000107.json,U000856,main-experiment,main-experiment-photo-1.2.0,main,P000737,S000002,T000166,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,7109,19141,51877,TRY?|P?|NAT,80,0.8,80,0.8,79,0.79,54675,43,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000109.json,U000399,main-experiment,main-experiment-photo-1.2.0,main,P001062,S000002,T000805,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,2111,1739,23550,P?|TRY?|NAT,3,0.03,7,0.07,84,0.84,15498,28,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000111.json,U001021,main-experiment,main-experiment-photo-1.2.0,main,P000823,S000002,T001002,datapipe-sequential-photo,photo,11,11,photo,high,TRY?,didnt_fail,fail,negative,True,True,3181,8647,76839,P?|TRY?|NAT,0,0.0,100,1.0,0,0.0,16300,56,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000113.json,U001095,main-experiment,main-experiment-photo-1.2.0,main,P000433,S000002,T000950,datapipe-sequential-photo,photo,29,29,photo,low,TRY?,didnt,simple,negative,False,True,12162,2323,87697,TRY?|P?|NAT,6,0.06,14,0.14,90,0.9,30861,44,man,master,english-and-other,canada,,include,,include,main-exp-1.0.0
record_000115.json,U000362,main-experiment,main-experiment-photo-1.2.0,main,P000070,S000002,T000858,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,1919,51980,40536,TRY?|P?|NAT,37,0.37,35,0.35,67,0.67,16884,28,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000117.json,U000035,main-experiment,main-experiment-photo-1.2.0,main,P000301,S000002,T001069,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,5111,3900,63903,TRY?|P?|NAT,87,0.87,67,0.67,30,0.3,16504,38,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000121.json,U000854,main-experiment,main-experiment-photo-1.2.0,main,P001212,S000002,T001103,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,3312,4941,100563,P?|TRY?|NAT,84,0.84,95,0.95,52,0.52,238745,44,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000125.json,U000745,main-experiment,main-experiment-photo-1.2.0,main,P000268,S000002,T000966,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,29915,3872,34263,TRY?|P?|NAT,99,0.99,100,1.0,28,0.28,13176,43,woman,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000135.json,U001152,main-experiment,main-experiment-photo-1.2.0,main,P000183,S000002,T000759,datapipe-sequential-photo,photo,24,24,photo,low,TRY?,managed,manage,positive,True,True,6036,8759,52634,TRY?|P?|NAT,5,0.05,8,0.08,26,0.26,13963,36,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000136.json,U001098,main-experiment,main-experiment-photo-1.2.0,main,P000558,S000002,T000700,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,2629,8523,56026,P?|TRY?|NAT,100,1.0,0,0.0,100,1.0,20691,46,man,bachelor,english-and-other,united-states,,include,,include,main-exp-1.0.0
record_000137.json,U000070,main-experiment,main-experiment-photo-1.2.0,main,P000568,S000002,T001234,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,2354,1394,77513,TRY?|P?|NAT,6,0.06,8,0.08,75,0.75,36309,19,woman,associate,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000145.json,U000787,main-experiment,main-experiment-photo-1.2.0,main,P001037,S000002,T000505,datapipe-sequential-photo,photo,5,5,photo,high,P?,didnt,simple,negative,False,True,2884,1050,25983,TRY?|P?|NAT,30,0.3,0,0.0,61,0.61,12748,27,woman,master,english-only,canada,,include,,include,main-exp-1.0.0
record_000156.json,U000223,main-experiment,main-experiment-photo-1.2.0,main,P001173,S000002,T000823,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,9227,1730,87294,P?|TRY?|NAT,60,0.6,59,0.59,100,1.0,12758,34,woman,bachelor,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000160.json,U000897,main-experiment,main-experiment-photo-1.2.0,main,P000492,S000002,T000806,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,30639,2529,94678,P?|TRY?|NAT,17,0.17,19,0.19,0,0.0,19993,22,woman,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000166.json,U001007,main-experiment,main-experiment-photo-1.2.0,main,P001019,S000002,T000056,datapipe-sequential-photo,photo,15,15,photo,high,TRY?,didnt_try,try,negative,False,True,30089,10399,73423,P?|TRY?|NAT,28,0.28,28,0.28,80,0.8,29324,23,woman,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000170.json,U001049,main-experiment,main-experiment-photo-1.2.0,main,P000426,S000002,T000832,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,19674,19645,50277,TRY?|P?|NAT,76,0.76,8,0.08,76,0.76,30398,59,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000174.json,U000190,main-experiment,main-experiment-photo-1.2.0,main,P000069,S000002,T001128,datapipe-sequential-photo,photo,31,31,photo,low,TRY?,didnt_try,try,negative,False,True,6904,16065,61851,P?|TRY?|NAT,4,0.04,0,0.0,61,0.61,33891,23,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000179.json,U001076,main-experiment,main-experiment-photo-1.2.0,main,P000857,S000002,T000817,datapipe-sequential-photo,photo,23,23,photo,low,P?,didnt_try,try,negative,False,True,2509,2406,53680,TRY?|P?|NAT,0,0.0,0,0.0,55,0.55,16606,24,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000180.json,U000050,main-experiment,main-experiment-photo-1.2.0,main,P000216,S000002,T000609,datapipe-sequential-photo,photo,7,7,photo,high,P?,didnt_try,try,negative,False,True,2873,3970,54847,TRY?|P?|NAT,2,0.02,1,0.01,81,0.81,15639,53,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000185.json,U001079,main-experiment,main-experiment-photo-1.2.0,main,P000035,S000002,T001301,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,5277,2012,60979,P?|TRY?|NAT,25,0.25,25,0.25,22,0.22,15465,33,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000186.json,U001239,main-experiment,main-experiment-photo-1.2.0,main,P000512,S000002,T000004,datapipe-sequential-photo,photo,24,24,photo,low,TRY?,managed,manage,positive,True,True,12201,6758,77419,P?|TRY?|NAT,1,0.01,0,0.0,100,1.0,29211,56,woman,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000194.json,U000967,main-experiment,main-experiment-photo-1.2.0,main,P000926,S000002,T000793,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,8204,7658,48983,TRY?|P?|NAT,25,0.25,26,0.26,100,1.0,22309,75,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000209.json,U000508,main-experiment,main-experiment-photo-1.2.0,main,P000314,S000002,T000127,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,76915,3393,326911,TRY?|P?|NAT,95,0.95,96,0.96,93,0.93,28704,32,woman,bachelor,english-only,canada,,include,,include,main-exp-1.0.0
record_000210.json,U000812,main-experiment,main-experiment-photo-1.2.0,main,P001100,S000002,T001020,datapipe-sequential-photo,photo,23,23,photo,low,P?,didnt_try,try,negative,False,True,5563,5780,71386,P?|TRY?|NAT,83,0.83,85,0.85,82,0.82,21654,28,man,master,english-and-other,united-states,,include,,include,main-exp-1.0.0
record_000213.json,U000246,main-experiment,main-experiment-photo-1.2.0,main,P000799,S000002,T000270,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,7026,25506,154102,P?|TRY?|NAT,86,0.86,29,0.29,94,0.94,27455,27,man,bachelor,english-only,canada,,include,,include,main-exp-1.0.0
record_000214.json,U001069,main-experiment,main-experiment-photo-1.2.0,main,P000591,S000002,T000453,datapipe-sequential-photo,photo,3,3,photo,high,P?,didnt_fail,fail,negative,True,True,4871,1359,85882,P?|TRY?|NAT,86,0.86,88,0.88,0,0.0,19063,61,man,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000215.json,U000597,main-experiment,main-experiment-photo-1.2.0,main,P000794,S000002,T000396,datapipe-sequential-photo,photo,25,25,photo,low,TRY?,didnt_manage,manage,negative,True,True,17782,11606,57666,P?|TRY?|NAT,35,0.35,0,0.0,72,0.72,26436,29,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000216.json,U000472,main-experiment,main-experiment-photo-1.2.0,main,P000890,S000002,T000100,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,6186,2555,51598,TRY?|P?|NAT,19,0.19,11,0.11,79,0.79,16101,57,man,doctoral-professional,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000217.json,U000924,main-experiment,main-experiment-photo-1.2.0,main,P000284,S000002,T000691,datapipe-sequential-photo,photo,17,17,photo,low,P?,didnt_manage,manage,negative,True,True,35875,8491,55430,TRY?|P?|NAT,89,0.89,7,0.07,33,0.33,32613,74,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000218.json,U001134,main-experiment,main-experiment-photo-1.2.0,main,P001307,S000002,T000426,datapipe-sequential-photo,photo,16,16,photo,low,P?,managed,manage,positive,True,True,4769,5374,55881,TRY?|P?|NAT,16,0.16,15,0.15,12,0.12,17574,57,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000220.json,U001284,main-experiment,main-experiment-photo-1.2.0,main,P001033,S000002,T000035,datapipe-sequential-photo,photo,16,16,photo,low,P?,managed,manage,positive,True,True,2238,13914,62848,TRY?|P?|NAT,62,0.62,61,0.61,16,0.16,13039,37,non-binary,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000221.json,U001063,main-experiment,main-experiment-photo-1.2.0,main,P000333,S000002,T000831,datapipe-sequential-photo,photo,16,16,photo,low,P?,managed,manage,positive,True,True,4630,15702,147555,TRY?|P?|NAT,62,0.62,76,0.76,100,1.0,20262,58,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000222.json,U000244,main-experiment,main-experiment-photo-1.2.0,main,P000061,S000002,T000342,datapipe-sequential-photo,photo,11,11,photo,high,TRY?,didnt_fail,fail,negative,True,True,4020,1467,34751,TRY?|P?|NAT,32,0.32,9,0.09,72,0.72,10102,25,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000224.json,U000867,main-experiment,main-experiment-photo-1.2.0,main,P000146,S000002,T001078,datapipe-sequential-photo,photo,21,21,photo,low,P?,didnt,simple,negative,False,True,4178,3308,26622,TRY?|P?|NAT,3,0.03,15,0.15,68,0.68,12556,33,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000229.json,U000956,main-experiment,main-experiment-photo-1.2.0,main,P000989,S000002,T000639,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,14840,5942,72083,TRY?|P?|NAT,82,0.82,27,0.27,38,0.38,13616,23,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000232.json,U000484,main-experiment,main-experiment-photo-1.2.0,main,P000912,S000002,T000021,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,4294,4069,69881,P?|TRY?|NAT,0,0.0,0,0.0,12,0.12,15102,60,woman,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000234.json,U000149,main-experiment,main-experiment-photo-1.2.0,main,P001217,S000002,T000800,datapipe-sequential-photo,photo,7,7,photo,high,P?,didnt_try,try,negative,False,True,46466,34897,80285,TRY?|P?|NAT,0,0.0,0,0.0,100,1.0,151805,59,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000235.json,U000952,main-experiment,main-experiment-photo-1.2.0,main,P000484,S000002,T001190,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,3025,1850,107512,P?|TRY?|NAT,100,1.0,0,0.0,100,1.0,19873,44,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000236.json,U000433,main-experiment,main-experiment-photo-1.2.0,main,P000903,S000002,T000348,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,4575,5121,41378,TRY?|P?|NAT,79,0.79,0,0.0,70,0.7,86074,42,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000239.json,U000724,main-experiment,main-experiment-photo-1.2.0,main,P001243,S000002,T000547,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,28585,13614,58575,P?|TRY?|NAT,100,1.0,0,0.0,59,0.59,20476,48,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000241.json,U000756,main-experiment,main-experiment-photo-1.2.0,main,P000683,S000002,T000924,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,10529,6144,27604,TRY?|P?|NAT,85,0.85,85,0.85,24,0.24,15391,38,man,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
